concept,description_concept,type_concept,term,type_term,description_term,generateur,prefix,gender,conjugaison,ehasElisionlision,accordFemSing,accordFemPlu,accordMasSing,accordMasPlu
a_assombri,,a,adjectif:assombr ie ies i is,adjectif,,,assombr,,,1,ie,ies,i,is
a_assourdissant,,a,adjectif:assourdissan te tes t ts,adjectif,,,assourdissan,,,1,te,tes,t,ts
a_assuré,,a,adjectif:assur ée ées é és,adjectif,,,assur,,,1,ée,ées,é,és
a_astral,,a,adjectif:astra le les l ls,adjectif,,,astra,,,1,le,les,l,ls
a_astringent,,a,adjectif:astringen te tes t ts,adjectif,,,astringen,,,1,te,tes,t,ts
a_astrologique,,a,adjectif:astrologiqu e es e es,adjectif,,,astrologiqu,,,1,e,es,e,es
a_atroce,,a,adjectif:atroc e es e es,adjectif,,,atroc,,,1,e,es,e,es
a_attablé,,a,adjectif:attabl ée ées é és,adjectif,,,attabl,,,1,ée,ées,é,és
a_attaché,,a,adjectif:attach ée ées é és,adjectif,,,attach,,,1,ée,ées,é,és
a_attardé,,a,adjectif:attard ée ées é és,adjectif,,,attard,,,1,ée,ées,é,és
a_atteint,,a,adjectif:attein te tes t ts,adjectif,,,attein,,,1,te,tes,t,ts
a_attendu,,a,adjectif:attend ue ues u us,adjectif,,,attend,,,1,ue,ues,u,us
a_attentif,,a,adjectif:attenti ve ves f fs,adjectif,,,attenti,,,1,ve,ves,f,fs
a_attentif 1,,a,adjectif:scrupuleu se ses x x,adjectif,,,scrupuleu,,,0,se,ses,x,x
,,,adjectif:assidu e es  s,adjectif,,,assidu,,,1,e,es,,s
,,,generateur:[a_minutieux],generateur,,,,,,,,,,
,,,generateur:[a_patient],generateur,,,,,,,,,,
a_attentionné,,a,adjectif:attentionn ée ées é és,adjectif,,,attentionn,,,1,ée,ées,é,és
a_attirant,,a,adjectif:attiran te tes t ts,adjectif,,,attiran,,,1,te,tes,t,ts
a_attiré,,a,adjectif:attir ée ées é és,adjectif,,,attir,,,1,ée,ées,é,és
a_attiré 1,,a,adjectif:charm ée ées é és,adjectif,,,charm,,,0,ée,ées,é,és
,,,adjectif:fascin ée ées é és,adjectif,,,fascin,,,0,ée,ées,é,és
,,,adjectif:sédui te tes t ts,adjectif,,,sédui,,,0,te,tes,t,ts
,,,adjectif:hypnotisé e es  s,adjectif,,,hypnotisé,,,1,e,es,,s
,,,adjectif:émerveill ée ées é és,adjectif,,,émerveill,,,1,ée,ées,é,és
,,,generateur:[a_attiré],generateur,,,,,,,,,,
,,,generateur:[a_ébloui],generateur,,,,,,,,,,
,,,generateur:[a_troublés],generateur,,,,,,,,,,
a_attribué,,a,adjectif:attribu ée ées é és,adjectif,,,attribu,,,1,ée,ées,é,és
a_aucun,,a,adjectif:aucu ne nes n ns,adjectif,,,aucu,,,1,ne,nes,n,ns
a_audacieux,,a,adjectif:audacieu se ses x x,adjectif,,,audacieu,,,1,se,ses,x,x
a_auquel,,a,adjectif: à laquelle auxquelles auquel auxquels,adjectif,,,,,,1,à laquelle,auxquelles,auquel,auxquels
a_authentique,,a,adjectif:authentiqu e es e es,adjectif,,,authentiqu,,,1,e,es,e,es
a_autographique,,a,adjectif:autographiqu e es e es,adjectif,,,autographiqu,,,1,e,es,e,es
a_automatique,,a,adjectif:automatiqu e es e es,adjectif,,,automatiqu,,,1,e,es,e,es
a_autonome,,a,adjectif:autonom e es e es,adjectif,,,autonom,,,1,e,es,e,es
a_autoritaire,,a,adjectif:autoritair e es e es,adjectif,,,autoritair,,,1,e,es,e,es
a_autre,,a,adjectif:autr e es e es,adjectif,,,autr,,,1,e,es,e,es
a_avachi,,a,adjectif:avach ie ies i is,adjectif,,,avach,,,1,ie,ies,i,is
a_avancé,,a,adjectif:avanc ée ées é és,adjectif,,,avanc,,,1,ée,ées,é,és
a_avare,,a,adjectif:avar e es e es,adjectif,,,avar,,,1,e,es,e,es
a_aventureux,,a,adjectif:aventureu se ses x x,adjectif,,,aventureu,,,1,se,ses,x,x
a_aventurier,,a,adjectif:aventuri ère ères er ers,adjectif,,,aventuri,,,1,ère,ères,er,ers
a_averti,,a,adjectif:avert ie ies i is,adjectif,,,avert,,,1,ie,ies,i,is
a_aveugle,,a,adjectif:aveugl e es e es,adjectif,,,aveugl,,,1,e,es,e,es
a_aveugle 1,,a,adjectif:cécit e es e es,adjectif,,,cécit,,,0,e,es,e,es
,,,generateur:[a_aveugle],generateur,,,,,,,,,,
,,,generateur:[a_noir],generateur,,,,,,,,,,
,,,generateur:[a_obscur],generateur,,,,,,,,,,
a_aveugles,,a,adjectif:aveugl ée ées é és,adjectif,,,aveugl,,,1,ée,ées,é,és
a_avide,,a,adjectif:avid e es e es,adjectif,,,avid,,,1,e,es,e,es
a_avocat,,a,adjectif:avoca te tes t ts,adjectif,,,avoca,,,1,te,tes,t,ts
a_avoué,,a,adjectif:avou ée ées é és,adjectif,,,avou,,,1,ée,ées,é,és
a_bafoué,,a,adjectif:bafou ée ées é és,adjectif,,,bafou,,,0,ée,ées,é,és
a_baigné,,a,adjectif:baign ée ées é és,adjectif,,,baign,,,0,ée,ées,é,és
a_baissé,,a,adjectif:baiss ée ées é és,adjectif,,,baiss,,,0,ée,ées,é,és
a_balafré,,a,adjectif:balafr ée ées é és,adjectif,,,balafr,,,0,ée,ées,é,és
a_banal,,a,adjectif:bana le les l ls,adjectif,,,bana,,,0,le,les,l,ls
a_bancaire,,a,adjectif:bancair e es e es,adjectif,,,bancair,,,0,e,es,e,es
a_bandé,,a,adjectif:band ée ées é és,adjectif,,,band,,,0,ée,ées,é,és
a_baptisé,,a,adjectif:baptis ée ées é és,adjectif,,,baptis,,,0,ée,ées,é,és
a_baroque,,a,adjectif:baroqu e es e es,adjectif,,,baroqu,,,0,e,es,e,es
a_bas,,a,adjectif:ba sse sses s s,adjectif,,,ba,,,0,sse,sses,s,s
a_basané,,a,adjectif:basan ée ées é és,adjectif,,,basan,,,0,ée,ées,é,és
a_basé,,a,adjectif:bas ée ées é és,adjectif,,,bas,,,0,ée,ées,é,és
a_bâti,,a,adjectif:bât ie ies i is,adjectif,,,bât,,,0,ie,ies,i,is
a_battu,,a,adjectif:batt ue ues u us,adjectif,,,batt,,,0,ue,ues,u,us
a_bavard,,a,adjectif:bavar de des d ds,adjectif,,,bavar,,,0,de,des,d,ds
a_béant,,a,adjectif:béan te tes t ts,adjectif,,,béan,,,0,te,tes,t,ts
a_beau,,a,adjectif:be lle lles au aux,adjectif,,,be,,,0,lle,lles,au,aux
a_beau 1,,a,adjectif:ravissant e es  s,adjectif,,,ravissant,,,0,e,es,,s
,,,adjectif:styl ée ées é és,adjectif,,,styl,,,0,ée,ées,é,és
,,,adjectif:inimitabl e es e es,adjectif,,,inimitabl,,,1,e,es,e,es
,,,generateur:[a_admirable],generateur,,,,,,,,,,
,,,generateur:[a_beau],generateur,,,,,,,,,,
,,,generateur:[a_charmant],generateur,,,,,,,,,,
,,,generateur:[a_divin],generateur,,,,,,,,,,
,,,generateur:[a_élégant],generateur,,,,,,,,,,
,,,generateur:[a_magique],generateur,,,,,,,,,,
,,,generateur:[a_magnifique],generateur,,,,,,,,,,
,,,generateur:[a_merveilleux],generateur,,,,,,,,,,
,,,generateur:[a_splendide],generateur,,,,,,,,,,
,,,generateur:[a_sublime],generateur,,,,,,,,,,
a_beau 2,,a,adjectif:somptueu se ses x x,adjectif,,,somptueu,,,0,se,ses,x,x
,,,generateur:[a_éblouissant],generateur,,,,,,,,,,
,,,generateur:[a_fabuleux],generateur,,,,,,,,,,
,,,generateur:[a_grandiose],generateur,,,,,,,,,,
,,,generateur:[a_superbe],generateur,,,,,,,,,,
a_beau 3,,a,adjectif:plaisant e es  s,adjectif,,,plaisant,,,0,e,es,,s
,,,adjectif:ravissant e es  s,adjectif,,,ravissant,,,0,e,es,,s
,,,adjectif:séduisant e es  s,adjectif,,,séduisant,,,0,e,es,,s
,,,generateur:[a_adorable],generateur,,,,,,,,,,
,,,generateur:[a_agréable],generateur,,,,,,,,,,
,,,generateur:[a_séduisant],generateur,,,,,,,,,,
a_belliqueux,,a,adjectif:belliqueu se ses x x,adjectif,,,belliqueu,,,0,se,ses,x,x
a_bénéfique,,a,adjectif:bénéfiqu e es e es,adjectif,,,bénéfiqu,,,0,e,es,e,es
a_berger,,a,adjectif:berg ère ères er er,adjectif,,,berg,,,0,ère,ères,er,er
,,,adjectif:berg ère ères er ers,adjectif,,,berg,,,0,ère,ères,er,ers
a_bestial,,a,adjectif:bestia le les l ls,adjectif,,,bestia,,,0,le,les,l,ls
a_bête 1,,a,adjectif:born ée ées é és,adjectif,,,born,,,0,ée,ées,é,és
,,,adjectif:sot te tes  s,adjectif,,,sot,,,0,te,tes,,s
,,,adjectif:stupide  s  s,adjectif,,,stupide,,,0,,s,,s
,,,adjectif:inintelligen te tes t ts,adjectif,,,inintelligen,,,1,te,tes,t,ts
,,,adjectif:obtu se ses s s,adjectif,,,obtu,,,1,se,ses,s,s
,,,generateur:[a_épais],generateur,,,,,,,,,,
,,,generateur:[a_imbécile],generateur,,,,,,,,,,
a_bienvenu,,a,adjectif:bienven ue ues u us,adjectif,,,bienven,,,0,ue,ues,u,us
a_bistre,,a,adjectif:bistr e es e es,adjectif,,,bistr,,,0,e,es,e,es
a_bizarre,,a,adjectif:bizarr e es e es,adjectif,,,bizarr,,,0,e,es,e,es
a_bizarre 1,,a,adjectif:déroutant e es  s,adjectif,,,déroutant,,,0,e,es,,s
,,,adjectif:paradoxa le les  ux,adjectif,,,paradoxa,,,0,le,les,,ux
,,,adjectif:inaccoutumé e es  s,adjectif,,,inaccoutumé,,,1,e,es,,s
,,,adjectif:invraisemblable  s  s,adjectif,,,invraisemblable,,,1,,s,,s
,,,generateur:[a_bizarre],generateur,,,,,,,,,,
,,,generateur:[a_curieux],generateur,,,,,,,,,,
,,,generateur:[a_déconcertant],generateur,,,,,,,,,,
,,,generateur:[a_différent],generateur,,,,,,,,,,
,,,generateur:[a_étonnant],generateur,,,,,,,,,,
,,,generateur:[a_étrange],generateur,,,,,,,,,,
,,,generateur:[a_fantaisiste],generateur,,,,,,,,,,
,,,generateur:[a_inhabituel],generateur,,,,,,,,,,
,,,generateur:[a_insolite],generateur,,,,,,,,,,
,,,generateur:[a_surprenant],generateur,,,,,,,,,,
,,,generateur:[a_troublant],generateur,,,,,,,,,,
,,,generateur:[a_trouble],generateur,,,,,,,,,,
a_blafard,,a,adjectif:blafar de des d ds,adjectif,,,blafar,,,0,de,des,d,ds
a_blafard 1,,a,generateur:[a_blafard],generateur,,,,,,,,,,
,,,generateur:[a_blême],generateur,,,,,,,,,,
,,,generateur:[a_faible],generateur,,,,,,,,,,
,,,generateur:[a_pâle],generateur,,,,,,,,,,
,,,generateur:[a_terne],generateur,,,,,,,,,,
a_blanc,,a,adjectif:blan che ches c cs,adjectif,,,blan,,,0,che,ches,c,cs
a_blême,,a,adjectif:blêm e es e es,adjectif,,,blêm,,,0,e,es,e,es
a_blessé,,a,adjectif:bless ée ées é és,adjectif,,,bless,,,0,ée,ées,é,és
a_bleu,,a,adjectif:ble ue ues u us,adjectif,,,ble,,,0,ue,ues,u,us
a_bleuâtre,,a,adjectif:bleuâtr e es e es,adjectif,,,bleuâtr,,,0,e,es,e,es
a_bleuté,,a,adjectif:bleut ée ées é és,adjectif,,,bleut,,,0,ée,ées,é,és
a_blond,,a,adjectif:blon de des d ds,adjectif,,,blon,,,0,de,des,d,ds
a_bon,,a,adjectif:bo nne nnes n ns,adjectif,,,bo,,,0,nne,nnes,n,ns
a_bordé,,a,adjectif:bord ée ées é és,adjectif,,,bord,,,0,ée,ées,é,és
a_botanique,,a,adjectif:botaniqu e es e es,adjectif,,,botaniqu,,,0,e,es,e,es
a_boucher,,a,adjectif:bouch ère ères er ers,adjectif,,,bouch,,,0,ère,ères,er,ers
a_bouclé,,a,adjectif:boucl ée ées é és,adjectif,,,boucl,,,0,ée,ées,é,és
a_boudeur,,a,adjectif:boudeu se ses r r,adjectif,,,boudeu,,,0,se,ses,r,r
a_bouffant,,a,adjectif:bouffan te tes t ts,adjectif,,,bouffan,,,0,te,tes,t,ts
a_bougé,,a,adjectif:boug ée ées é és,adjectif,,,boug,,,0,ée,ées,é,és
a_bouillant,,a,adjectif:bouillan te tes t ts,adjectif,,,bouillan,,,0,te,tes,t,ts
a_bouilli,,a,adjectif:bouill ie ies i is,adjectif,,,bouill,,,0,ie,ies,i,is
a_bouleversant,,a,adjectif:bouleversan te tes t ts,adjectif,,,bouleversan,,,0,te,tes,t,ts
a_bouleversé,,a,adjectif:boulevers ée ées é és,adjectif,,,boulevers,,,0,ée,ées,é,és
a_boursouflé,,a,adjectif:boursoufl ée ées é és,adjectif,,,boursoufl,,,0,ée,ées,é,és
a_boutonneux,,a,adjectif:boutonneu se ses x x,adjectif,,,boutonneu,,,0,se,ses,x,x
a_branché,,a,adjectif:branch ée ées é és,adjectif,,,branch,,,0,ée,ées,é,és
a_brave,,a,adjectif:brav e es e es,adjectif,,,brav,,,0,e,es,e,es
a_bref,,a,adjectif:br ève èves ef efs,adjectif,,,br,,,0,ève,èves,ef,efs
a_brillant,,a,adjectif:brillan te tes t ts,adjectif,,,brillan,,,0,te,tes,t,ts
a_brisé,,a,adjectif:bris ée ées é és,adjectif,,,bris,,,0,ée,ées,é,és
a_brisé 1,,a,adjectif:fragmenté e es  s,adjectif,,,fragmenté,,,0,e,es,,s
,,,generateur:[a_brisé],generateur,,,,,,,,,,
,,,generateur:[a_cassé],generateur,,,,,,,,,,
,,,generateur:[a_déchiré],generateur,,,,,,,,,,
,,,generateur:[a_décousu],generateur,,,,,,,,,,
,,,generateur:[a_dispersé],generateur,,,,,,,,,,
,,,generateur:[a_divisé],generateur,,,,,,,,,,
,,,generateur:[a_effiloché],generateur,,,,,,,,,,
,,,generateur:[a_émoussé],generateur,,,,,,,,,,
,,,generateur:[a_froissé],generateur,,,,,,,,,,
a_broché,,a,adjectif:broch ée ées é és,adjectif,,,broch,,,0,ée,ées,é,és
a_brouillé,,a,adjectif:brouill ée ées é és,adjectif,,,brouill,,,0,ée,ées,é,és
a_brouillon,,a,adjectif:brouillo nne nnes n ns,adjectif,,,brouillo,,,0,nne,nnes,n,ns
a_broussailleux,,a,adjectif:broussailleu se ses x x,adjectif,,,broussailleu,,,0,se,ses,x,x
a_broyé,,a,adjectif:broy ée ées é és,adjectif,,,broy,,,0,ée,ées,é,és
a_brûlant,,a,adjectif:brûlan te tes t ts,adjectif,,,brûlan,,,0,te,tes,t,ts
a_brûlé,,a,adjectif:brûl ée ées é és,adjectif,,,brûl,,,0,ée,ées,é,és
a_brumeux,,a,adjectif:brumeu se ses x x,adjectif,,,brumeu,,,0,se,ses,x,x
a_brun,,a,adjectif:bru ne nes n ns,adjectif,,,bru,,,0,ne,nes,n,ns
a_brusque,,a,adjectif:brusqu e es e es,adjectif,,,brusqu,,,0,e,es,e,es
a_brut,,a,adjectif:bru te tes t ts,adjectif,,,bru,,,0,te,tes,t,ts
a_brutal,,a,adjectif:bruta le les l ux,adjectif,,,bruta,,,0,le,les,l,ux
a_bruyant,,a,adjectif:bruyan te tes t ts,adjectif,,,bruyan,,,0,te,tes,t,ts
a_bu,,a,adjectif:b ue ues u us,adjectif,,,b,,,0,ue,ues,u,us
a_buccal,,a,adjectif:bucca le les l ls,adjectif,,,bucca,,,0,le,les,l,ls
a_bulbeux,,a,adjectif:bulbeu se ses x x,adjectif,,,bulbeu,,,0,se,ses,x,x
a_buriné,,a,adjectif:burin ée ées é és,adjectif,,,burin,,,0,ée,ées,é,és
a_busqué,,a,adjectif:busqu ée ées é és,adjectif,,,busqu,,,0,ée,ées,é,és
a_buveur,,a,adjectif:buveu se ses r rs,adjectif,,,buveu,,,0,se,ses,r,rs
a_caché,,a,adjectif:cach ée ées é és,adjectif,,,cach,,,0,ée,ées,é,és
a_caché 1,,a,adjectif:clandesti ne nes n ns,adjectif,,,clandesti,,,0,ne,nes,n,ns
,,,adjectif:sublimina le les l ux,adjectif,,,sublimina,,,0,le,les,l,ux
,,,generateur:[a_caché],generateur,,,,,,,,,,
,,,generateur:[a_dissimulé],generateur,,,,,,,,,,
,,,generateur:[a_furtif],generateur,,,,,,,,,,
,,,generateur:[a_secret],generateur,,,,,,,,,,
a_caché 2,,a,generateur:[a_secret],generateur,,[a_secret],,,,,,,,
a_caché 3,,a,adjectif:camoufl ée ées é és,adjectif,,,camoufl,,,0,ée,ées,é,és
,,,adjectif:planqu ée ées é és,adjectif,,,planqu,,,0,ée,ées,é,és
,,,adjectif:embusqué e es  s,adjectif,,,embusqué,,,1,e,es,,s
a_caillouteux,,a,adjectif:caillouteu se ses x x,adjectif,,,caillouteu,,,0,se,ses,x,x
a_calcaire,,a,adjectif:calcair e es e es,adjectif,,,calcair,,,0,e,es,e,es
a_calculé,,a,adjectif:calcul ée ées é és,adjectif,,,calcul,,,0,ée,ées,é,és
a_calmant,,a,adjectif:calman te tes t ts,adjectif,,,calman,,,0,te,tes,t,ts
a_calme,,a,adjectif:calm e es e es,adjectif,,,calm,,,0,e,es,e,es
a_calme 1,,a,adjectif:placid e es e es,adjectif,,,placid,,,0,e,es,e,es
,,,adjectif:stoïqu e es e es,adjectif,,,stoïqu,,,0,e,es,e,es
,,,adjectif:adouci e es  s,adjectif,,,adouci,,,1,e,es,,s
,,,generateur:[a_calme],generateur,,,,,,,,,,
,,,generateur:[a_flegmatique],generateur,,,,,,,,,,
,,,generateur:[a_impassible],generateur,,,,,,,,,,
,,,generateur:[a_imperturbable],generateur,,,,,,,,,,
,,,generateur:[a_indifférent],generateur,,,,,,,,,,
,,,generateur:[a_serein],generateur,,,,,,,,,,
,,,generateur:[a_tranquille],generateur,,,,,,,,,,
a_calme 2,,a,adjectif:détendu e es  s,adjectif,,,détendu,,,0,e,es,,s
,,,adjectif:reposé e es  s,adjectif,,,reposé,,,0,e,es,,s
,,,generateur:[a_paisible],generateur,,,,,,,,,,
,,,generateur:[a_silencieux],generateur,,,,,,,,,,
a_calme 3,,a,generateur:[a_calme 1],generateur,,,,,,,,,,
,,,generateur:[a_calme 2],generateur,,,,,,,,,,
,,,generateur:[a_désabusé],generateur,,,,,,,,,,
,,,generateur:[a_irréel],generateur,,,,,,,,,,
,,,generateur:[a_narquois],generateur,,,,,,,,,,
,,,generateur:[a_paisible 1],generateur,,,,,,,,,,
,,,generateur:[a_pathétique],generateur,,,,,,,,,,
,,,generateur:[a_peureux],generateur,,,,,,,,,,
,,,generateur:[a_rêveur],generateur,,,,,,,,,,
,,,generateur:[a_tranquille 1],generateur,,,,,,,,,,
,,,generateur:[a_vacant],generateur,,,,,,,,,,
a_calme 4,,a,generateur:[a_vacant],generateur,,[a_vacant],,,,,,,,
a_calmes,,a,adjectif:calm ée ées é és,adjectif,,,calm,,,0,ée,ées,é,és
a_cambriolé,,a,adjectif:cambriol ée ées é és,adjectif,,,cambriol,,,0,ée,ées,é,és
a_candide,,a,adjectif:candid e es e es,adjectif,,,candid,,,0,e,es,e,es
a_capable,,a,adjectif:capabl e es e es,adjectif,,,capabl,,,0,e,es,e,es
a_capital,,a,adjectif:capita le les l ls,adjectif,,,capita,,,0,le,les,l,ls
a_capricieux,,a,adjectif:capricieu se ses x x,adjectif,,,capricieu,,,0,se,ses,x,x
a_capté,,a,adjectif:capt ée ées é és,adjectif,,,capt,,,0,ée,ées,é,és
a_captif 1,,a,adjectif:capti ve ves f fs,adjectif,,,capti,,,0,ve,ves,f,fs
a_captivé,,a,adjectif:captiv ée ées é és,adjectif,,,captiv,,,0,ée,ées,é,és
a_caractérisé,,a,adjectif:caractéris ée ées é és,adjectif,,,caractéris,,,0,ée,ées,é,és
a_caractéristique,,a,adjectif:caractéristiqu e es e es,adjectif,,,caractéristiqu,,,0,e,es,e,es
a_cardinal,,a,adjectif:cardina le les l ux,adjectif,,,cardina,,,0,le,les,l,ux
a_caressé,,a,adjectif:caress ée ées é és,adjectif,,,caress,,,0,ée,ées,é,és
a_carré,,a,adjectif:carr ée ées é és,adjectif,,,carr,,,0,ée,ées,é,és
a_cassé,,a,adjectif:cass ée ées é és,adjectif,,,cass,,,0,ée,ées,é,és
a_catholique,,a,adjectif:catholiqu e es e es,adjectif,,,catholiqu,,,0,e,es,e,es
a_cave,,a,adjectif:cav e es e es,adjectif,,,cav,,,0,e,es,e,es
a_célèbre,,a,adjectif:célèbr e es e es,adjectif,,,célèbr,,,0,e,es,e,es
a_célèbre 1,,a,adjectif:fameu se ses x x,adjectif,,,fameu,,,0,se,ses,x,x
,,,adjectif:renomm ée ées é és,adjectif,,,renomm,,,0,ée,ées,é,és
,,,adjectif:réput ée ées é és,adjectif,,,réput,,,0,ée,ées,é,és
,,,adjectif:illustr e es e es,adjectif,,,illustr,,,1,e,es,e,es
,,,adjectif:éminen te tes t ts,adjectif,,,éminen,,,1,te,tes,t,ts
,,,generateur:[a_célèbre],generateur,,,,,,,,,,
,,,generateur:[a_connu],generateur,,,,,,,,,,
,,,generateur:[a_important],generateur,,,,,,,,,,
,,,generateur:[a_populaire],generateur,,,,,,,,,,
a_céleste,,a,adjectif:célest e es e es,adjectif,,,célest,,,0,e,es,e,es
a_célibataire,,a,adjectif:célibatair e es e es,adjectif,,,célibatair,,,0,e,es,e,es
a_celui,,a,adjectif:ce lle lles lui ux,adjectif,,,ce,,,0,lle,lles,lui,ux
a_celui-ci,,a,adjectif:ce lle-ci lles-ci lui-ci ux-ci,adjectif,,,ce,,,0,lle-ci,lles-ci,lui-ci,ux-ci
a_cendré,,a,adjectif:cendr ée ées é és,adjectif,,,cendr,,,0,ée,ées,é,és
a_cent,,a,adjectif:cen t ts t ts,adjectif,,,cen,,,0,t,ts,t,ts
a_central,,a,adjectif:centra le ales l ux,adjectif,,,centra,,,0,le,ales,l,ux
,,,adjectif:centra le les l ux,adjectif,,,centra,,,0,le,les,l,ux
a_centrifuge,,a,adjectif:centrifug e es e es,adjectif,,,centrifug,,,0,e,es,e,es
a_cérébral,,a,adjectif:cérébra le les l ux,adjectif,,,cérébra,,,0,le,les,l,ux
a_cerné,,a,adjectif:cern ée ées é és,adjectif,,,cern,,,0,ée,ées,é,és
a_certain,,a,adjectif:certai ne nes n ns,adjectif,,,certai,,,0,ne,nes,n,ns
a_cessé,,a,adjectif:cess ée ées é és,adjectif,,,cess,,,0,ée,ées,é,és
a_chacun,,a,adjectif:chacu ne ne n n,adjectif,,,chacu,,,0,ne,ne,n,n
a_champion,,a,adjectif:champio nne nnes n ns,adjectif,,,champio,,,0,nne,nnes,n,ns
a_changé,,a,adjectif:chang ée ées é és,adjectif,,,chang,,,0,ée,ées,é,és
a_changeant,,a,adjectif:changean te tes t ts,adjectif,,,changean,,,0,te,tes,t,ts
a_changeant 1,,a,adjectif:fortuit s es  e,adjectif,,,fortuit,,,0,s,es,,e
,,,adjectif:variabl e es e es,adjectif,,,variabl,,,0,e,es,e,es
,,,adjectif:erratique  s  s,adjectif,,,erratique,,,1,,s,,s
,,,adjectif:inopiné s es  e,adjectif,,,inopiné,,,1,s,es,,e
,,,generateur:[a_changeant],generateur,,,,,,,,,,
,,,generateur:[a_imprévisible],generateur,,,,,,,,,,
,,,generateur:[a_incertain],generateur,,,,,,,,,,
,,,generateur:[a_inconstant],generateur,,,,,,,,,,
,,,generateur:[a_instable],generateur,,,,,,,,,,
,,,generateur:[a_mobile],generateur,,,,,,,,,,
,,,generateur:[a_provisoire],generateur,,,,,,,,,,
,,,generateur:[a_variable],generateur,,,,,,,,,,
a_chanté,,a,adjectif:chant ée ées é és,adjectif,,,chant,,,0,ée,ées,é,és
a_chanteur,,a,adjectif:chanteu se ses r rs,adjectif,,,chanteu,,,0,se,ses,r,rs
a_chaotique,,a,adjectif:chaotiqu e es e es,adjectif,,,chaotiqu,,,0,e,es,e,es
a_chaque,,a,adjectif:chaqu e  e,adjectif,,,chaqu,,,0,e,,e,
a_chargé,,a,adjectif:charg ée ées é és,adjectif,,,charg,,,0,ée,ées,é,és
a_charitable,,a,adjectif:charitabl e es e es,adjectif,,,charitabl,,,0,e,es,e,es
a_charitable 1,,a,adjectif:compatissan te tes t ts,adjectif,,,compatissan,,,0,te,tes,t,ts
,,,adjectif:miséricordieu se ses x x,adjectif,,,miséricordieu,,,0,se,ses,x,x
,,,generateur:[a_charitable],generateur,,,,,,,,,,
a_charmant,,a,adjectif:charman te tes t ts,adjectif,,,charman,,,0,te,tes,t,ts
a_charmeur,,a,adjectif:charmeu se ses r rs,adjectif,,,charmeu,,,0,se,ses,r,rs
,,,adjectif:charmeu se ses r rs,adjectif,,,charmeu,,,1,se,ses,r,rs
a_charnel,,a,adjectif:charne lle lles l ls,adjectif,,,charne,,,0,lle,lles,l,ls
a_charnu,,a,adjectif:charn ue ues u us,adjectif,,,charn,,,0,ue,ues,u,us
a_châtain,,a,adjectif:châtai n ns n ns,adjectif,,,châtai,,,0,n,ns,n,ns
a_chaud,,a,adjectif:chau de des d ds,adjectif,,,chau,,,0,de,des,d,ds
a_chauve,,a,adjectif:chauve  s  s,adjectif,,,chauve,,,0,,s,,s
a_cher,,a,adjectif:ch ère ères er ers,adjectif,,,ch,,,0,ère,ères,er,ers
a_cherché,,a,adjectif:cherch ée ées é és,adjectif,,,cherch,,,0,ée,ées,é,és
a_chercheur,,a,adjectif:chercheu se ses r rs,adjectif,,,chercheu,,,0,se,ses,r,rs
a_chien,,a,adjectif:chie nne nnes n ns,adjectif,,,chie,,,0,nne,nnes,n,ns
a_chiffonné,,a,adjectif:chiffonn ée ées é és,adjectif,,,chiffonn,,,0,ée,ées,é,és
a_chimique,,a,adjectif:chimique  s  s,adjectif,,,chimique,,,0,,s,,s
a_chinois,,a,adjectif:chinoi se ses s s,adjectif,,,chinoi,,,0,se,ses,s,s
a_choisi,,a,adjectif:chois ie ies i is,adjectif,,,chois,,,0,ie,ies,i,is
a_choisi 1,,a,adjectif:reten ue ues u us,adjectif,,,reten,,,0,ue,ues,u,us
,,,adjectif:sélectionn ée ées é és,adjectif,,,sélectionn,,,0,ée,ées,é,és
,,,adjectif:adopt ée ées é és,adjectif,,,adopt,,,1,ée,ées,é,és
,,,adjectif:él ue ues u us,adjectif,,,él,,,1,ue,ues,u,us
,,,generateur:[a_choisi],generateur,,,,,,,,,,
,,,generateur:[a_préféré],generateur,,,,,,,,,,
a_choisi 2,,a,adjectif:fabriqu ée ées é és,adjectif,,,fabriqu,,,0,ée,ées,é,és
,,,generateur:[a_découvert],generateur,,,,,,,,,,
,,,generateur:[a_fixé],generateur,,,,,,,,,,
,,,generateur:[a_offert],generateur,,,,,,,,,,
a_choyé,,a,adjectif:choy ée ées é és,adjectif,,,choy,,,0,ée,ées,é,és
a_chronique,,a,adjectif:chroniqu e es e es,adjectif,,,chroniqu,,,0,e,es,e,es
a_cinquième,,a,adjectif:cinquièm e es e es,adjectif,,,cinquièm,,,0,e,es,e,es
a_circonspect,,a,adjectif:circonspec te tes t ts,adjectif,,,circonspec,,,0,te,tes,t,ts
a_circulaire,,a,adjectif:circulair e es e es,adjectif,,,circulair,,,0,e,es,e,es
a_ciré,,a,adjectif:cir ée ées é és,adjectif,,,cir,,,0,ée,ées,é,és
a_clair,,a,adjectif:clai re res r rs,adjectif,,,clai,,,0,re,res,r,rs
a_clair 1,,a,adjectif:éclatan te tes t ts,adjectif,,,éclatan,,,0,te,tes,t,ts
,,,generateur:[a_clair],generateur,,,,,,,,,,
,,,generateur:[a_éclairé],generateur,,,,,,,,,,
,,,generateur:[a_limpide],generateur,,,,,,,,,,
